,Regiao,UF,CNAE,Atendida,CodAssunto,SexoConsumidor,FaixaEtaria,CEP,InscritoDAU
593,Sul,SC,6143400.0,1,259.0,M,3,89250000.0,0
594,Sul,SC,9430800.0,1,63.0,F,3,89260670.0,0
595,Sul,SC,4753900.0,1,94.0,F,5,89251305.0,0
596,Sul,SC,8299799.0,1,83.0,M,1,89251610.0,0
597,Sul,SC,6511101.0,1,92.0,F,4,89258680.0,0
598,Sul,SC,6422100.0,1,54.0,F,6,89252760.0,1
600,Sul,SC,2910701.0,1,264.0,M,7,89253423.0,0
602,Sul,SC,4711301.0,1,94.0,M,3,89256730.0,0
604,Sul,SC,9430800.0,1,69.0,M,6,89256730.0,0
605,Centro-oeste,GO,2751100.0,1,93.0,M,3,75691895.0,0
606,Centro-oeste,GO,4753900.0,1,93.0,M,3,75691895.0,0
607,Centro-oeste,GO,2759799.0,1,97.0,M,3,75689680.0,0
608,Centro-oeste,GO,4753900.0,1,97.0,M,3,75689680.0,0
609,Centro-oeste,GO,2640000.0,1,96.0,M,3,75690000.0,1
610,Centro-oeste,GO,4789008.0,1,96.0,M,3,75690000.0,0
611,Centro-oeste,GO,4651601.0,1,101.0,M,6,75682036.0,0
612,Centro-oeste,GO,4713001.0,1,101.0,M,6,75682036.0,0
613,Centro-oeste,GO,6421200.0,0,53.0,M,5,75690000.0,0
614,Centro-oeste,GO,5811500.0,1,76.0,M,3,75690000.0,1
615,Centro-oeste,GO,6423900.0,1,53.0,F,5,75686300.0,0
616,Sudeste,MG,5510801.0,1,244.0,M,4,38080440.0,0
617,Sudeste,MG,9430800.0,1,69.0,M,4,38041067.0,1
618,Sudeste,MG,4789099.0,1,101.0,F,2,38065010.0,0
619,Sudeste,MG,4652400.0,1,101.0,F,2,38065010.0,1
622,Norte,RO,6613400.0,0,55.0,F,3,76860000.0,0
625,Norte,RO,3514000.0,0,185.0,M,3,76808221.0,0
626,Sudeste,MG,6120501.0,1,259.0,M,5,36500000.0,1
627,Sudeste,MG,6120501.0,1,187.0,M,4,36500000.0,1
628,Sudeste,MG,8532500.0,1,233.0,F,2,36520000.0,0
631,Sudeste,MG,4753900.0,1,101.0,F,4,36500000.0,1
632,Sudeste,MG,6511101.0,1,101.0,F,4,36500000.0,1
633,Sudeste,MG,4649402.0,1,101.0,F,4,36500000.0,0
635,Sudeste,MG,4757100.0,1,93.0,M,5,36500000.0,0
636,Sudeste,MG,4713001.0,1,93.0,M,5,36500000.0,0
637,Sudeste,RJ,3701100.0,1,183.0,F,7,27973010.0,0
638,Sudeste,RJ,3600601.0,1,183.0,F,7,27973010.0,1
640,Sudeste,RJ,3514000.0,1,185.0,M,7,27923370.0,1
641,Sudeste,RJ,3514000.0,1,185.0,F,7,27963812.0,1
642,Sudeste,RJ,9430800.0,1,53.0,F,6,27940380.0,0
643,Sudeste,RJ,6462000.0,0,98.0,F,2,27949100.0,0
644,Nordeste,RN,6436100.0,1,54.0,F,5,59075200.0,0
645,Nordeste,RN,6422100.0,1,54.0,F,5,59075200.0,0
646,Nordeste,RN,4753900.0,0,120.0,F,1,59144640.0,0
647,Nordeste,RN,6511101.0,1,187.0,F,5,59140820.0,1
648,Sudeste,MG,8291100.0,0,140.0,F,4,38412306.0,1
649,Sudeste,MG,8291100.0,0,140.0,F,4,38412306.0,0
650,Sudeste,MG,6423900.0,1,82.0,M,3,38408196.0,0
659,Sudeste,MG,4541203.0,1,58.0,M,3,36500000.0,1
661,Sudeste,MG,4751201.0,1,101.0,F,3,36507000.0,0
662,Sudeste,MG,4789099.0,1,101.0,F,3,36507000.0,0
664,Sudeste,SP,6120501.0,0,187.0,M,3,5794210.0,1
665,Sudeste,SP,6436100.0,1,54.0,F,5,8210790.0,0
666,Sudeste,SP,2640000.0,1,96.0,F,5,8011670.0,0
667,Sudeste,SP,2121101.0,1,218.0,F,4,1323000.0,0
669,Sudeste,SP,6462000.0,1,96.0,M,3,3944040.0,0
670,Sudeste,RJ,6110801.0,1,279.0,M,6,27966585.0,1
671,Sudeste,RJ,6143400.0,1,186.0,M,7,27913370.0,0
672,Sudeste,RJ,6422100.0,1,54.0,M,6,27966780.0,1
673,Sudeste,RJ,6209100.0,1,102.0,M,4,27945460.0,0
675,Sudeste,RJ,4711301.0,1,98.0,F,5,27930045.0,1
676,Sudeste,RJ,3600601.0,0,183.0,F,7,27945090.0,1
677,Sudeste,RJ,3701100.0,0,183.0,F,7,27945090.0,0
678,Sudeste,SP,2910701.0,0,131.0,M,3,2318200.0,0
680,Sudeste,SP,4753900.0,0,79.0,F,3,2328060.0,1
681,Sudeste,SP,4752100.0,0,249.0,F,5,3591030.0,0
682,Sudeste,SP,6120501.0,0,186.0,F,5,5858050.0,1
683,Sudeste,SP,6422100.0,0,54.0,M,5,8295370.0,1
684,Sudeste,SP,4744099.0,0,97.0,M,5,1217020.0,0
685,Sudeste,SP,6422100.0,0,53.0,F,6,8030740.0,1
686,Sudeste,SP,6511101.0,1,69.0,F,5,5854060.0,1
687,Sudeste,SP,7911200.0,0,276.0,F,7,2940000.0,0
688,Sudeste,SP,4110700.0,0,82.0,M,4,13250091.0,0
690,Sudeste,SP,5111100.0,0,276.0,F,4,3920050.0,1
691,Centro-oeste,MT,3600601.0,1,183.0,M,4,78700000.0,0
692,Centro-oeste,MT,6462000.0,1,81.0,F,3,78700000.0,0
693,Centro-oeste,MT,6822600.0,1,81.0,F,3,78700000.0,0
694,Centro-oeste,MT,8299799.0,1,54.0,F,6,78700130.0,0
695,Centro-oeste,MT,6120501.0,1,187.0,F,2,78700000.0,1
696,Centro-oeste,MT,6120599.0,1,187.0,F,2,78700000.0,0
697,Sudeste,SP,6462000.0,1,124.0,M,3,6764290.0,0
699,Sudeste,SP,6190699.0,0,186.0,M,7,1548020.0,0
701,Sudeste,SP,6422100.0,1,53.0,F,2,3562030.0,1
702,Sudeste,SP,4110700.0,0,82.0,F,4,5886010.0,0
703,Centro-oeste,GO,4753900.0,1,92.0,F,4,75500030.0,1
704,Centro-oeste,GO,4753900.0,1,92.0,F,4,75500030.0,0
706,Centro-oeste,GO,8291100.0,1,101.0,M,4,75533480.0,0
707,Centro-oeste,GO,4789099.0,1,101.0,M,4,75533480.0,0
711,Sudeste,SP,4652400.0,0,101.0,F,4,3804000.0,1
713,Sudeste,SP,6462000.0,1,124.0,F,4,4805020.0,0
715,Sul,SC,4753900.0,0,120.0,M,5,88385000.0,1
716,Sul,SC,8130300.0,0,82.0,F,3,88385000.0,0
717,Sul,SC,4751201.0,1,186.0,M,5,88385000.0,0
720,Centro-oeste,GO,4753900.0,1,55.0,M,5,75860000.0,1
721,Centro-oeste,GO,6431000.0,1,55.0,M,5,75860000.0,1
722,Centro-oeste,GO,6511101.0,1,92.0,M,3,75860000.0,0
723,Centro-oeste,GO,4753900.0,1,92.0,M,3,75860000.0,0
724,Centro-oeste,GO,6511101.0,1,76.0,F,4,75860000.0,0
725,Centro-oeste,GO,8211300.0,1,76.0,F,4,75860000.0,0
726,Centro-oeste,MT,6311900.0,1,76.0,F,4,78250000.0,0
728,Centro-oeste,MT,4754701.0,1,249.0,M,5,78243000.0,0
729,Centro-oeste,MT,8219999.0,1,249.0,M,5,78243000.0,0
730,Centro-oeste,MT,4789099.0,1,141.0,M,6,78250000.0,1
733,Centro-oeste,GO,4771701.0,1,134.0,F,5,75500000.0,0
734,Centro-oeste,GO,8630504.0,1,212.0,F,5,75522330.0,0
738,Centro-oeste,GO,6511101.0,1,101.0,M,6,75000000.0,1
739,Centro-oeste,GO,2330303.0,1,87.0,M,4,75000000.0,0
740,Centro-oeste,GO,4744099.0,1,87.0,M,4,75000000.0,1
741,Centro-oeste,GO,4755503.0,1,55.0,F,2,72976603.0,0
742,Centro-oeste,GO,4755503.0,1,55.0,F,6,72911081.0,0
743,Centro-oeste,GO,6436100.0,1,63.0,M,6,72870344.0,0
746,Sudeste,SP,6462000.0,1,112.0,M,4,2764000.0,0
747,Sudeste,SP,6422100.0,1,54.0,M,5,4421180.0,0
749,Centro-oeste,MT,6436100.0,0,69.0,M,4,78740570.0,0
750,Centro-oeste,MT,6821801.0,1,81.0,M,4,78710245.0,0
751,Centro-oeste,MT,4110700.0,1,81.0,M,4,78710245.0,0
752,Centro-oeste,MT,4754701.0,1,94.0,M,7,78745060.0,0
753,Centro-oeste,MT,2751100.0,1,94.0,M,7,78745060.0,1
754,Centro-oeste,MT,7990200.0,0,98.0,F,4,78700000.0,0
755,Centro-oeste,MT,6422100.0,1,54.0,M,2,78700000.0,0
756,Centro-oeste,MT,7490104.0,1,76.0,F,2,78700700.0,0
757,Centro-oeste,MT,3514000.0,1,185.0,F,2,78750000.0,1
758,Centro-oeste,MT,4647802.0,1,106.0,M,6,78730516.0,0
759,Centro-oeste,MT,3514000.0,1,185.0,F,6,78700000.0,1
760,Centro-oeste,MT,4652400.0,1,187.0,M,5,78700400.0,0
761,Sudeste,MG,4783101.0,1,90.0,M,3,38073004.0,0
762,Sudeste,MG,6512000.0,1,69.0,F,6,38051107.0,0
765,Centro-oeste,GO,8299799.0,1,54.0,F,2,75836010.0,0
770,Sudeste,MG,6423900.0,1,69.0,F,6,38051107.0,0
771,Norte,RO,3514000.0,1,185.0,F,2,76980000.0,0
772,Norte,RO,4711301.0,1,54.0,F,3,76970000.0,0
775,Sudeste,MG,4647802.0,1,106.0,F,3,38055755.0,0
779,Sudeste,MG,6422100.0,1,53.0,M,6,38070460.0,1
780,Sudeste,MG,6422100.0,1,53.0,M,6,38070460.0,0
781,Sudeste,MG,4652400.0,1,101.0,M,2,38070070.0,1
782,Sudeste,RJ,6120501.0,1,186.0,M,6,21361160.0,1
783,Sudeste,RJ,6422100.0,1,53.0,F,3,22280090.0,1
784,Sudeste,RJ,7911200.0,0,157.0,M,4,20950360.0,0
786,Sudeste,RJ,6143400.0,1,259.0,F,3,23591240.0,0
787,Sudeste,RJ,6511101.0,1,96.0,F,6,26110160.0,1
788,Sudeste,RJ,6120501.0,1,187.0,M,6,25585070.0,0
789,Sudeste,RJ,3600601.0,1,183.0,F,6,26280440.0,1
790,Sudeste,RJ,6422100.0,1,54.0,M,6,21071180.0,1
792,Norte,PA,3514000.0,1,185.0,M,4,68745000.0,1
796,Sudeste,RJ,4744001.0,1,118.0,F,5,27935360.0,0
797,Sudeste,RJ,4744005.0,0,87.0,M,5,27964100.0,1
798,Sudeste,RJ,6422100.0,0,53.0,F,7,27913260.0,1
799,Sudeste,RJ,6440900.0,1,54.0,F,2,27943670.0,0
800,Sudeste,RJ,6319400.0,1,54.0,F,2,27943670.0,0
801,Sudeste,RJ,4744099.0,1,122.0,F,2,27963048.0,0
802,Sudeste,RJ,6512000.0,0,282.0,M,5,27963571.0,0
806,Sudeste,MG,2640000.0,1,101.0,F,6,38037593.0,1
807,Sudeste,MG,6512000.0,1,101.0,F,6,38037593.0,0
808,Sudeste,MG,4713001.0,1,101.0,F,6,38037593.0,0
809,Sudeste,MG,4713001.0,1,101.0,M,2,38035801.0,0
810,Sudeste,MG,4651601.0,1,101.0,M,2,38035801.0,0
811,Sudeste,MG,6110801.0,1,76.0,M,4,38010240.0,0
813,Sudeste,MG,8533300.0,1,236.0,F,2,38022220.0,1
816,Sudeste,ES,4541203.0,1,145.0,F,2,29212030.0,0
817,Sudeste,ES,8531700.0,0,233.0,F,3,29220400.0,1
819,Sudeste,SP,8291100.0,0,106.0,M,3,8070000.0,0
821,Sudeste,SP,6462000.0,1,101.0,F,5,8210780.0,0
822,Sudeste,SP,7490104.0,0,279.0,F,4,5127100.0,0
823,Sudeste,SP,4713001.0,1,74.0,F,2,3553050.0,0
824,Sudeste,SP,8532500.0,0,233.0,M,3,8081290.0,0
825,Sudeste,SP,3514000.0,0,185.0,M,4,7085475.0,0
826,Sudeste,RJ,6462000.0,1,97.0,F,2,27985000.0,0
827,Sudeste,RJ,8531700.0,0,76.0,M,2,27963602.0,1
828,Sudeste,RJ,6421200.0,0,76.0,M,2,27963602.0,0
829,Sudeste,RJ,7020400.0,0,76.0,M,2,27963602.0,0
830,Sudeste,RJ,6436100.0,1,54.0,M,3,27998000.0,1
831,Sudeste,RJ,4744099.0,1,122.0,M,2,27943450.0,0
834,Sudeste,RJ,3514000.0,1,183.0,F,4,27901000.0,1
835,Sudeste,RJ,7319003.0,0,132.0,F,3,27961040.0,0
839,Sudeste,SP,6110801.0,1,187.0,F,6,8143380.0,1
840,Sudeste,SP,6436100.0,0,63.0,F,6,4863130.0,0
841,Sudeste,SP,6431000.0,0,54.0,F,6,8240620.0,0
842,Sudeste,SP,6120501.0,1,186.0,M,5,3015000.0,1
844,Sudeste,SP,6462000.0,1,122.0,F,4,8255000.0,0
845,Sudeste,SP,4110700.0,0,82.0,M,3,8253250.0,1
846,Sudeste,SP,4110700.0,0,82.0,M,3,2362200.0,0
847,Sudeste,SP,6492100.0,0,74.0,M,4,6767120.0,0
848,Sudeste,SP,6613400.0,0,54.0,F,4,5830290.0,0
849,Sudeste,SP,6422100.0,0,53.0,M,6,3589030.0,1
850,Sudeste,SP,6422100.0,0,54.0,F,3,3543020.0,1
851,Sudeste,SP,6120501.0,1,186.0,F,6,2833020.0,1
852,Sudeste,SP,6120501.0,1,186.0,M,3,2374050.0,1
853,Sudeste,SP,6511101.0,0,69.0,M,6,2236130.0,1
854,Sudeste,SP,8291100.0,0,101.0,F,5,3267070.0,0
855,Sudeste,SP,6422100.0,0,63.0,F,6,8475500.0,1
856,Sudeste,SP,6436100.0,0,54.0,F,6,3682070.0,0
857,Sudeste,SP,7420001.0,0,247.0,F,5,9910550.0,0
858,Centro-oeste,MT,2622100.0,0,101.0,M,5,78550000.0,0
859,Centro-oeste,MT,6120501.0,0,101.0,M,5,78550000.0,0
861,Centro-oeste,GO,6120501.0,1,76.0,M,2,75691572.0,1
864,Centro-oeste,GO,6542100.0,1,79.0,M,7,75680573.0,0
865,Centro-oeste,GO,8291100.0,1,134.0,M,2,75696026.0,0
866,Centro-oeste,GO,6120501.0,1,187.0,M,5,75696121.0,1
867,Centro-oeste,GO,8424800.0,1,76.0,M,3,75689225.0,0
868,Centro-oeste,GO,2751100.0,1,94.0,M,2,75680362.0,0
869,Centro-oeste,GO,4713001.0,1,94.0,M,2,75680362.0,0
870,Centro-oeste,GO,4753900.0,1,101.0,M,3,75686102.0,0
871,Centro-oeste,GO,2632900.0,1,101.0,M,3,75686102.0,0
873,Centro-oeste,GO,6424703.0,0,76.0,M,4,74223170.0,0
874,Centro-oeste,GO,6462000.0,0,61.0,M,3,74855180.0,0
876,Sul,SC,4930202.0,1,76.0,F,3,88802249.0,0
880,Sul,SC,3600601.0,0,183.0,F,7,89950000.0,0
886,Centro-oeste,GO,2632900.0,0,101.0,F,4,75000000.0,1
887,Centro-oeste,GO,4753900.0,0,101.0,F,4,75000000.0,0
888,Centro-oeste,GO,6822600.0,1,53.0,M,3,75105773.0,0
889,Centro-oeste,GO,6423900.0,1,53.0,M,3,75105773.0,1
890,Centro-oeste,GO,4711301.0,0,141.0,M,3,75084120.0,0
891,Centro-oeste,GO,4711301.0,1,101.0,M,2,75124010.0,0
892,Centro-oeste,GO,6511101.0,1,101.0,M,2,75124010.0,0
893,Centro-oeste,GO,4652400.0,1,101.0,M,2,75124010.0,1
903,Centro-oeste,GO,6423900.0,1,54.0,F,6,75534025.0,0
907,Nordeste,RN,6422100.0,1,54.0,M,7,59054600.0,1
908,Nordeste,RN,8513900.0,0,233.0,F,2,59138190.0,0
909,Nordeste,RN,6423900.0,0,54.0,F,7,59077774.0,0
910,Nordeste,RN,5310501.0,1,101.0,M,3,59074170.0,0
911,Nordeste,RN,4753900.0,1,101.0,M,3,59074170.0,0
913,Nordeste,RN,2640000.0,1,101.0,M,3,59074170.0,1
914,Nordeste,RN,4652400.0,1,101.0,F,3,59035520.0,1
915,Nordeste,RN,9512600.0,1,101.0,F,3,59035520.0,0
916,Nordeste,RN,4752100.0,1,101.0,F,3,59035520.0,0
928,Sudeste,SP,6110801.0,0,186.0,M,7,2405080.0,1
929,Sudeste,SP,6423900.0,0,53.0,F,4,5203400.0,1
930,Sudeste,MG,9511800.0,1,101.0,F,3,36507000.0,0
932,Sudeste,MG,4713001.0,1,96.0,M,3,36507020.0,0
936,Sudeste,MG,6204000.0,1,124.0,M,3,36502149.0,0
937,Sudeste,MG,4713001.0,1,124.0,M,3,36502149.0,1
938,Sudeste,SP,6462000.0,1,101.0,F,5,3054040.0,0
939,Sudeste,SP,6120501.0,1,187.0,F,3,3227030.0,1
940,Sudeste,SP,6190601.0,0,132.0,F,4,6657210.0,0
941,Sudeste,SP,4651601.0,1,101.0,F,2,7143337.0,0
942,Sudeste,SP,6120501.0,1,186.0,F,5,5763330.0,1
943,Sudeste,SP,6462000.0,0,101.0,M,3,4848110.0,0
944,Sudeste,SP,6462000.0,1,124.0,F,3,6343040.0,0
945,Sudeste,SP,6462000.0,0,102.0,F,2,2936130.0,0
946,Sudeste,SP,4761003.0,0,253.0,F,7,3682030.0,0
947,Sudeste,SP,5310501.0,0,182.0,M,2,8330401.0,1
948,Sudeste,SP,6143400.0,0,186.0,F,7,13044380.0,0
949,Centro-oeste,MT,8411600.0,0,284.0,M,4,78740000.0,0
950,Centro-oeste,MT,3514000.0,1,249.0,M,7,78700090.0,1
951,Centro-oeste,MT,6110801.0,1,186.0,F,6,78700730.0,1
952,Centro-oeste,MT,2751100.0,1,283.0,F,5,78710590.0,1
954,Centro-oeste,MT,4753900.0,1,283.0,F,5,78710590.0,0
955,Centro-oeste,MT,4753900.0,0,122.0,M,4,78700000.0,0
956,Centro-oeste,MT,4753900.0,1,101.0,M,3,78730060.0,1
957,Centro-oeste,MT,6423900.0,1,76.0,M,4,78700000.0,0
958,Centro-oeste,MT,4789099.0,1,123.0,F,4,78700000.0,1
960,Centro-oeste,MT,9430800.0,1,53.0,M,6,78715889.0,0
961,Sudeste,SP,6423900.0,0,54.0,M,6,2860070.0,1
962,Sudeste,SP,6511101.0,0,69.0,F,3,4349160.0,1
963,Sudeste,SP,4120400.0,0,82.0,M,3,8041715.0,0
964,Sudeste,SP,7911200.0,0,276.0,F,2,8461460.0,0
965,Sudeste,SP,4744099.0,0,118.0,M,6,8011220.0,0
968,Sudeste,SP,4651601.0,0,101.0,F,3,3087020.0,0
969,Sudeste,SP,4763602.0,1,132.0,F,4,17013031.0,0
970,Sudeste,SP,4711301.0,0,99.0,M,4,17010190.0,1
971,Sudeste,SP,6436100.0,1,54.0,F,5,17065007.0,0
972,Sudeste,SP,6110801.0,0,279.0,F,4,17047090.0,1
973,Centro-oeste,MT,4754701.0,1,93.0,F,2,78850000.0,0
974,Centro-oeste,MT,2751100.0,1,93.0,F,2,78850000.0,1
978,Centro-oeste,MT,8532500.0,1,233.0,M,3,78850000.0,1
982,Centro-oeste,MT,2640000.0,1,101.0,F,4,78850000.0,1
984,Sudeste,SP,8610101.0,0,203.0,F,5,5303000.0,0
985,Sudeste,SP,6422100.0,0,54.0,F,3,8160120.0,1
986,Sudeste,SP,4649402.0,0,102.0,F,4,12246291.0,1
987,Sudeste,SP,6462000.0,1,124.0,F,3,9015610.0,0
988,Sudeste,SP,6462000.0,1,126.0,F,3,5159040.0,0
989,Sudeste,SP,6422100.0,0,70.0,F,5,3589000.0,1
990,Sudeste,SP,9430800.0,0,258.0,M,7,3677170.0,0
991,Sudeste,SP,4761001.0,0,236.0,F,5,8421440.0,0
992,Sudeste,SP,6209100.0,0,73.0,F,4,2323410.0,0
993,Sudeste,SP,4752100.0,1,186.0,F,2,13874768.0,0
994,Centro-oeste,GO,4781400.0,1,55.0,F,5,75689000.0,1
995,Sudeste,SP,7490104.0,0,132.0,F,3,11045540.0,0
996,Sudeste,SP,4652400.0,0,101.0,M,3,2435000.0,1
997,Sudeste,SP,6422100.0,0,54.0,M,4,8473610.0,0
998,Sudeste,SP,9319101.0,1,69.0,F,6,4676105.0,0
999,Sudeste,SP,7020400.0,0,76.0,M,7,3023000.0,0
1000,Sudeste,SP,6203100.0,0,258.0,M,5,3576190.0,0
1001,Sudeste,SP,6422100.0,0,53.0,F,5,8330580.0,0
1002,Sudeste,SP,5310501.0,0,182.0,M,3,7600000.0,0
1003,Sudeste,SP,7911200.0,1,276.0,M,2,8466010.0,0
1004,Sudeste,SP,6120501.0,0,187.0,M,4,5026000.0,1
1005,Centro-oeste,GO,4781400.0,1,120.0,M,4,75000000.0,0
1006,Centro-oeste,GO,3600601.0,0,183.0,F,5,75060220.0,1
1008,Sudeste,SP,4651601.0,0,101.0,F,3,9580370.0,0
1009,Sudeste,SP,5111100.0,0,276.0,F,2,5579040.0,0
1010,Sudeste,SP,4399103.0,0,112.0,F,2,15708076.0,0
1011,Sudeste,SP,6512000.0,1,69.0,F,3,2649010.0,0
1012,Sudeste,SP,5611203.0,0,5.0,M,2,8421070.0,0
1013,Sudeste,SP,6462000.0,1,96.0,F,4,11706160.0,0
1015,Sudeste,SP,6110801.0,1,186.0,F,5,1032010.0,1
1016,Sudeste,SP,6511101.0,1,69.0,F,5,3817020.0,1
1017,Sudeste,SP,6110801.0,1,187.0,F,7,5880210.0,1
1019,Sudeste,SP,4782201.0,0,108.0,M,2,15014030.0,0
1020,Sudeste,SP,6120501.0,1,186.0,F,4,8255500.0,1
1021,Sudeste,SP,4921301.0,0,276.0,F,4,8421570.0,1
1023,Sudeste,SP,6120501.0,1,186.0,F,3,3245140.0,1
1024,Sudeste,SP,4789099.0,1,101.0,F,3,19063750.0,0
1025,Sul,SC,6511101.0,1,79.0,F,5,89253526.0,0
1028,Sul,SC,6542100.0,1,67.0,M,5,89252760.0,0
1037,Sul,SC,6462000.0,1,185.0,M,7,88385000.0,0
1038,Centro-oeste,MS,3514000.0,0,185.0,F,5,79240000.0,1
1039,Sudeste,RJ,4753900.0,1,55.0,F,5,27901000.0,1
1040,Sudeste,RJ,6422100.0,1,55.0,F,5,27901000.0,1
1041,Sudeste,RJ,6120501.0,1,187.0,M,6,27913181.0,1
1042,Sudeste,RJ,6422100.0,0,63.0,M,5,27963630.0,0
1044,Sudeste,RJ,3514000.0,1,185.0,M,4,27985000.0,1
1045,Sudeste,RJ,2622100.0,0,96.0,M,2,27961258.0,0
1047,Centro-oeste,MS,3514000.0,0,185.0,M,3,79230000.0,1
1048,Centro-oeste,MS,3514000.0,0,185.0,M,5,79240000.0,1
1049,Centro-oeste,MT,8532500.0,0,236.0,M,2,78360000.0,1
1050,Sudeste,SP,6512000.0,1,69.0,F,2,8080490.0,0
1051,Sudeste,SP,4761001.0,0,102.0,M,2,17021081.0,0
1052,Sudeste,SP,6462000.0,1,132.0,F,4,8330570.0,0
1053,Sudeste,SP,6462000.0,1,97.0,F,4,2258000.0,0
1054,Sudeste,SP,6422100.0,1,54.0,F,3,4372010.0,0
1060,Centro-oeste,GO,4751201.0,1,137.0,M,4,38465000.0,0
1061,Sudeste,RJ,3600601.0,1,183.0,M,3,27930360.0,1
1062,Sudeste,RJ,4753900.0,0,73.0,F,6,27913290.0,1
1069,Centro-oeste,GO,6512000.0,1,66.0,M,6,75691708.0,0
1070,Centro-oeste,GO,6422100.0,1,53.0,M,3,75687502.0,0
1071,Centro-oeste,GO,4713001.0,1,101.0,F,7,75682110.0,0
1072,Centro-oeste,GO,2632900.0,1,101.0,F,7,75682110.0,0
1073,Centro-oeste,GO,5823900.0,1,76.0,F,3,75681652.0,0
1074,Centro-oeste,GO,2640000.0,1,96.0,M,6,75682054.0,1
1075,Centro-oeste,GO,4753900.0,1,96.0,M,6,75682054.0,0
1076,Centro-oeste,GO,6511101.0,1,67.0,M,5,75682166.0,0
1077,Centro-oeste,GO,4753900.0,1,69.0,M,4,75687672.0,0
1078,Centro-oeste,GO,6511101.0,1,69.0,M,4,75687672.0,1
1079,Centro-oeste,GO,8291100.0,1,76.0,M,3,75680092.0,0
1080,Centro-oeste,GO,4753900.0,1,101.0,F,2,75681642.0,0
1081,Centro-oeste,GO,2640000.0,1,101.0,F,2,75681642.0,1
1082,Centro-oeste,GO,2640000.0,1,101.0,F,5,75686024.0,1
1083,Centro-oeste,GO,4753900.0,1,101.0,F,5,75686024.0,0
1084,Sudeste,SP,6422100.0,0,53.0,F,7,3874200.0,1
1085,Sudeste,SP,4789099.0,1,120.0,F,5,8420660.0,0
1086,Sudeste,SP,6120501.0,1,187.0,F,5,4833000.0,1
1087,Sudeste,SP,4782201.0,1,132.0,F,6,3186010.0,0
1088,Sudeste,SP,6110801.0,0,186.0,M,7,1448030.0,1
1089,Sudeste,SP,7911200.0,1,276.0,M,3,2181010.0,0
1090,Sudeste,SP,6511101.0,1,69.0,F,5,8474230.0,1
1091,Sudeste,SP,6462000.0,1,97.0,F,5,4072010.0,0
1092,Sudeste,SP,4781400.0,0,55.0,F,4,8532200.0,0
1093,Nordeste,RN,6421200.0,0,53.0,F,5,59114300.0,0
1094,Nordeste,RN,6431000.0,0,54.0,M,3,59074145.0,1
1095,Nordeste,RN,9430800.0,1,76.0,M,5,59115665.0,0
1096,Nordeste,RN,6423900.0,1,76.0,M,5,59115665.0,1
1097,Nordeste,RN,6550200.0,1,76.0,M,5,59114115.0,0
1099,Nordeste,RN,4781400.0,1,55.0,M,6,59114840.0,0
1100,Nordeste,RN,6613400.0,1,55.0,M,6,59114840.0,0
1101,Nordeste,RN,6422100.0,1,54.0,F,4,59030600.0,0
1102,Nordeste,RN,4781400.0,1,54.0,F,4,59030600.0,0
1104,Sudeste,RJ,3600601.0,1,183.0,F,3,27910310.0,1
1105,Sudeste,RJ,3701100.0,1,183.0,F,3,27910310.0,0
1106,Sudeste,RJ,6511101.0,0,101.0,F,6,27940353.0,1
1107,Sudeste,RJ,4753900.0,0,73.0,F,5,27971290.0,1
1108,Sudeste,RJ,3514000.0,1,185.0,M,5,28927000.0,1
1109,Sudeste,RJ,6110801.0,1,187.0,M,4,27945250.0,1
1111,Sudeste,RJ,6120501.0,1,259.0,M,4,27901000.0,1
1112,Sudeste,RJ,6110801.0,1,187.0,M,6,27901000.0,1
1113,Sudeste,RJ,6422100.0,1,187.0,M,6,27901000.0,0
1115,Sudeste,RJ,3514000.0,0,185.0,F,6,27900000.0,1
1117,Sudeste,MG,4649401.0,1,95.0,F,3,38051277.0,0
1118,Sudeste,MG,6436100.0,1,63.0,F,3,38081100.0,0
1120,Sudeste,MG,8211300.0,1,53.0,M,6,38081120.0,0
1121,Sudeste,MG,6511101.0,1,53.0,M,6,38081120.0,0
1122,Sudeste,MG,4753900.0,1,122.0,F,6,38038393.0,0
1123,Sudeste,MG,6622300.0,1,202.0,F,4,38066180.0,0
1125,Sudeste,MG,6422100.0,1,53.0,M,4,38080220.0,0
1126,Sudeste,MG,4774100.0,1,90.0,M,3,38035040.0,0
1128,Norte,RO,6110801.0,1,74.0,M,5,76804478.0,1
1129,Norte,RO,6422100.0,1,53.0,M,4,76821399.0,0
1133,Norte,RO,5111100.0,1,276.0,M,3,76808384.0,0
1134,Norte,RO,4530703.0,1,250.0,F,3,76811278.0,0
1135,Norte,RO,4753900.0,1,123.0,M,6,76940000.0,0
1137,Sudeste,RJ,2593400.0,0,125.0,F,3,27901000.0,0
1138,Sudeste,RJ,4651601.0,0,102.0,F,3,27955590.0,0
1140,Sudeste,RJ,4753900.0,1,92.0,F,3,27975150.0,1
1141,Sudeste,RJ,3701100.0,0,183.0,F,5,27940490.0,0
1142,Sudeste,MG,4753900.0,1,94.0,F,5,35600000.0,1
1143,Sudeste,MG,2751100.0,1,94.0,F,5,35600000.0,1
1144,Sudeste,MG,6422100.0,1,53.0,M,3,35600000.0,1
1145,Sudeste,MG,6493000.0,1,53.0,M,3,35600000.0,0
1147,Norte,RO,6422100.0,0,53.0,M,2,76915500.0,1
